place,name,points,level
16 a,Arnold Kornel *,54.00,*
16 d,Widmer David,54.00,David
17 b,Roth Christian,53.75,Christian
Nord,tschweizerischer Schwingerverband,,Schwingerverband
12 f,Schwander Kilian,55.00,Kilian
12 i,Schmid Samuel **,55.00,**
13 c,Bader Andreas *,54.75,*
14 c,Brun Samuel (1999),54.50,(1999)
15 b,Jusuﬁ Ilber,54.25,Ilber
15 e,Stoll Thomas (1998),54.25,(1998)
16 b,Bieli Andreas,54.00,Andreas
16 e,Fritz Andreas,54.00,Andreas
17 c,Burkhardt Roy,53.75,Roy
12 g,Seiler Thomas,55.00,Thomas
13 a,Grossmann Andreas,54.75,Andreas
14 a,Nussbaumer Gabriel,54.50,Gabriel
14 d,Rüegger Aaron (1999),54.50,(1999)
15 c,Burren Patrick (1999),54.25,(1999)
15 f,Kramer Franz *,54.25,*
16 c,Gerber Andrj (2000),54.00,(2000)
17 a,Läuchli Janik (2000),53.75,(2000)
17 d,Fritz Christian,53.75,Christian
17 e,Loosli Adrian,53.75,Adrian
18 b,Schmutz Adrian *,53.50,*
19 c,Stegmüller Klemens *,53.25,*
20 a,Hitz Florian (1999),53.00,(1999)
20 d,Brügger Joël (2000),53.00,(2000)
21 c,Büttler Gian (2000),35.50,(2000)
21 f,Müller Christian (1998),35.50,(1998)
21 i,Waldner Patrick **,35.50,**
21 l,Brügger Cyrill (1998),35.50,(1998)
22 a,Dobler Florian,35.25,Florian
Nord,tschweizerischer Schwingerverband,,Schwingerverband
17 f,Mangold Martin,53.75,Martin
19 a,Burkart Simon,53.25,Simon
19 d,Probst Stefan,53.25,Stefan
20 b,Schmutz Simon (2000),53.00,(2000)
21 a,Abt Robin,35.50,Robin
21 d,Furrer Mathias,35.50,Mathias
21 g,Schär Simon *,35.50,*
21 j,Aeschlimann Fabian (1999),35.50,(1999)
21 m,Müller Jan (1998),35.50,(1998)
22 b,Lisser Beat,35.25,Beat
18 a,Aerni Lars,53.50,Lars
19 b,Reinhard Adrian,53.25,Adrian
19 e,Steger Robert (1998),53.25,(1998)
20 c,Schopferer Cyril (2000),53.00,(2000)
21 b,Bader Fabian (2000),35.50,(2000)
21 e,Kaspar Jan (1999),35.50,(1999)
21 h,Studer Remo,35.50,Remo
21 k,Bonato Raphael,35.50,Raphael
21 n,Reinhard Reto (1999),35.50,(1999)
22 c,Schaub Reto (2000),35.25,(2000)
23,Widmer Simon,35.00,Simon
24 c,Krebs Clemens,34.50,Clemens
25 c,Seiser Kay (2000),34.25,(2000)
26 c,Wyss Cyrill,34.00,Cyrill
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nord,tschweizerischer Schwingerverband,,Schwingerverband
24 a,Bruder Adrian,34.50,Adrian
25 a,Burtschi Michael,34.25,Michael
26 a,Regenass Reto (2000),34.00,(2000)
27,Mohler Fernando,17.00,Fernando
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24 b,Körkel Yannik,34.50,Yannik
25 b,Imobersteg Tobias (1998),34.25,(1998)
26 b,Tschan Raphael (2000),34.00,(2000)
28,François Cederic,8.50,Cederic
