place,name,points,level
15 b,Graber Colin (1998),54.25,(1998)
15 e,Roth Christian,54.25,Christian
16 c,Schwob Marco,54.00,Marco
16 d,Schär Jonas (1999),54.00,(1999)
17 c,Fritz Christian,53.75,Christian
17 f,Schwyn Adrian,53.75,Adrian
18 c,Reinhard Adrian,53.50,Adrian
19 b,Läuchli Janik (2000),53.25,(2000)
19 e,Schmutz Simon (2000),53.25,(2000)
20 c,Schopferer Cyril (2000),53.00,(2000)
23 a,Büttler Gian (2000),35.50,(2000)
23 d,Aellig Roland (2000),35.50,(2000)
Basel,d,,d
17 a,Körkel Yannik,53.75,Yannik
17 d,Meister Luc,53.75,Luc
18 a,Imobersteg Tobias (1998),53.50,(1998)
18 d,Stoll Thomas (1998),53.50,(1998)
19 c,Seiser Kay (2000),53.25,(2000)
20 a,Burkhardt Roy,53.00,Roy
21,Thoenen Henryc **,46.75,**
23 b,Nussbaumer Gabriel,35.50,Gabriel
23 e,Bieli Andreas,35.50,Andreas
17 b,Seiler Thomas,53.75,Thomas
17 e,Schaub Reto (2000),53.75,(2000)
18 b,Bachmann Marco (1999),53.50,(1999)
19 a,Bruder Adrian,53.25,Adrian
19 d,Steger Robert (1998),53.25,(1998)
20 b,Müller Simon,53.00,Simon
22,Probst Gabriel **,46.00,**
23 c,Probst Stefan,35.50,Stefan
23 f,Burkart Simon,35.50,Simon
23 g,Fritz Andreas,35.50,Andreas
24 a,Abt Robin,35.25,Robin
25,Regenass Beat,35.00,Beat
28 a,Herrmann Adrian (2000),34.00,(2000)
28 d,Regenass Reto (2000),34.00,(2000)
28 g,Zagarella Davide (1999),34.00,(1999)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Basel,d,,d
23 h,Müller Jan (1998),35.50,(1998)
24 b,Fehlmann Silvan,35.25,Silvan
26,Hitz Florian (1999),34.50,(1999)
28 b,Loosli Adrian,34.00,Adrian
28 e,Tschan Raphael (2000),34.00,(2000)
29,Winiger Fabian **,17.00,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
23 i,Schaub Adrian (1999),35.50,(1999)
24 c,Grossmann Andreas,35.25,Andreas
27,Bonato Raphael,34.25,Raphael
28 c,Mohler Fernando,34.00,Fernando
28 f,Wyss Cyrill,34.00,Cyrill
30,Döbeli Lukas (2000) *,8.75,*
