place,name,points,level
20 b,Lauber Grégoire,52.50,Grégoire
22,Buchs Stefan (2002),51.75,(2002)
25,Sturny Nicolas,44.50,Nicolas
28,Etter Hans-Eduard,27.25,Hans-Eduard
30,Parvex Bryan,17.00,Bryan
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
19 d,Blanchard Benjamin,52.75,Benjamin
20 c,Elmiger Elias (2001),52.50,(2001)
23,Aeschbacher Ivo (2001),51.50,(2001)
26,Cardinaux Victor **,37.00,**
29 a,Max Grégory,25.50,Grégory
31,Schafer Claudio *,8.75,*
