place,name,points,level
25 b,Inauen Ivo,35.25,Ivo
27 a,Krucker Silvan,34.25,Silvan
28 a,Wenger Dominic,34.00,Dominic
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
18,Gantenbein Linard (2004),53.50,(2004)
20 a,Lusti Adrian,53.00,Adrian
21 a,Nüesch Sandro (2005),52.75,(2005)
22 a,Mösli Marcel,52.50,Marcel
24,Keller Manuel *,36.00,*
26 a,Plüer Fabian (2003),34.50,(2003)
27 b,Oberhänsli Kilian,34.25,Kilian
28 b,Meier Adrian,34.00,Adrian
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
19 a,Tanner Markus,53.25,Markus
20 b,Mayer Elia (2004),53.00,(2004)
21 b,Fallegger Marc (2003),52.75,(2003)
22 b,Arnold Lukas,52.50,Lukas
25 a,Meier Adrian (2005),35.25,(2005)
26 b,Hollenstein Mathias,34.50,Mathias
27 c,Bärtsch Tobias (2003),34.25,(2003)
