place,name,points,level
27 c,Widmer Dino,34.75,Dino
28,Regenass Reto,34.50,Reto
30 a,Brunner Lukas (2006),34.00,(2006)
31,Schmutz Simon *,27.00,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
25 b,Halbeisen Florian (2005),35.50,(2005)
25 e,Burtschi Michael,35.50,Michael
26 a,Allenbach Patrick,35.25,Patrick
27 a,Brugger Jonas,34.75,Jonas
27 d,Herrmann Daniel,34.75,Daniel
29 a,Gehrig Nils (2006),34.25,(2006)
30 b,Rickenbacher Remo (2006),34.00,(2006)
32,Eisenring Damian (2006),17.25,(2006)
